player,match_id,set_no,game_no,point_no,elapsed_time,p1_score,p2_score,y,if_score,if_nscore,if_server,if_win_game,if_win_set,game_point,break_point,break_fail,broken,rally_count,speed_mph,net_pt,serve_width,serve_depth,return_depth,weighted_sum_if_score,weighted_sum_if_nscore,weighted_sum_if_win_game,weighted_sum_if_win_set,weighted_sum_game_point,weighted_sum_break_point,weighted_sum_break_fail,weighted_sum_broken,weighted_sum_rally_count
Tommy Paul,2023-wimbledon-1306,1,3,13,00:05:49,0,15,0,0,1,1,0,0,0,0,0,0,2,97.0,0,BC,NCTL,D,4.110253146190001,3.065451489,0.4782969000000001,0.0,0.4782969000000001,0.0,0.0,0.0,16.73098038039
Tommy Paul,2023-wimbledon-1306,1,3,14,00:06:25,15,15,1,1,0,1,0,0,0,0,0,0,1,106.0,0,W,CTL,,3.699227831571,3.7589063401000002,0.4304672100000001,0.0,0.4304672100000001,0.0,0.0,0.0,17.057882342351
Tommy Paul,2023-wimbledon-1306,1,3,15,00:06:44,15,30,0,0,1,1,0,0,0,0,0,0,4,91.0,0,BW,NCTL,ND,4.3293050484139,3.3830157060900006,0.3874204890000001,0.0,0.3874204890000001,0.0,0.0,0.0,16.352094108115903
Tommy Paul,2023-wimbledon-1306,1,3,16,00:07:14,30,30,0,0,1,1,0,0,0,0,0,0,2,105.0,0,B,NCTL,D,3.8963745435725103,4.044714135481001,0.3486784401000001,0.0,0.3486784401000001,0.0,0.0,0.0,18.716884697304316
Tommy Paul,2023-wimbledon-1306,1,3,17,00:07:49,40,30,0,0,1,1,0,0,0,0,0,1,4,120.0,1,C,NCTL,ND,3.50673708921526,4.640242721932901,0.31381059609000006,0.0,0.31381059609000006,0.0,0.0,0.0,18.845196227573883
Tommy Paul,2023-wimbledon-1306,1,4,18,00:09:30,0,0,1,1,0,0,0,0,0,0,0,0,2,93.0,0,BC,NCTL,D,3.1560633802937335,5.17621844973961,0.2824295364810001,0.0,0.2824295364810001,0.0,0.0,1.0,20.96067660481649
Tommy Paul,2023-wimbledon-1306,1,4,19,00:10:00,0,15,0,0,1,0,0,0,0,0,0,0,5,106.0,0,B,NCTL,ND,3.8404570422643607,4.65859660476565,0.2541865828329001,0.0,0.2541865828329001,0.0,0.0,0.9,20.864608944334847
Tommy Paul,2023-wimbledon-1306,1,4,20,00:10:38,15,15,0,0,1,0,0,0,0,0,0,0,1,113.0,0,W,CTL,,3.4564113380379244,5.192736944289084,0.2287679245496101,0.0,0.2287679245496101,0.0,0.0,0.81,23.778148049901365
Tommy Paul,2023-wimbledon-1306,1,4,21,00:11:28,30,15,0,0,1,0,0,0,0,0,0,0,3,92.0,0,W,CTL,ND,3.110770204234132,5.673463249860177,0.20589113209464907,0.0,0.20589113209464907,0.0,0.0,0.7290000000000001,22.400333244911224
Tommy Paul,2023-wimbledon-1306,1,4,22,00:12:15,40,15,1,1,0,0,0,0,0,0,0,0,2,105.0,0,BC,CTL,D,2.799693183810719,6.10611692487416,0.18530201888518416,0.0,0.18530201888518416,0.0,0.0,0.6561,23.1602999204201
Tommy Paul,2023-wimbledon-1306,1,4,23,00:12:47,40,30,1,1,0,0,0,0,0,0,0,0,2,115.0,0,BC,NCTL,,3.519723865429647,5.495505232386743,0.16677181699666577,0.0,0.16677181699666577,0.0,0.0,0.5904900000000001,22.84426992837809
Tommy Paul,2023-wimbledon-1306,1,4,24,00:13:37,40,40,1,1,0,0,0,0,0,0,0,0,6,110.0,0,BW,NCTL,D,4.167751478886682,4.945954709148069,0.15009463529699918,0.0,0.15009463529699918,0.0,0.0,0.531441,22.559842935540285
Tommy Paul,2023-wimbledon-1306,1,4,25,00:14:34,40,AD,0,0,1,0,0,0,1,1,1,0,3,105.0,0,BC,NCTL,ND,4.750976330998014,4.4513592382332625,0.13508517176729928,0.0,0.13508517176729928,0.0,0.0,0.4782969000000001,26.30385864198626
Tommy Paul,2023-wimbledon-1306,1,4,26,00:15:12,40,40,0,0,1,0,0,0,0,0,0,0,1,123.0,0,C,NCTL,,4.275878697898213,5.006223314409937,0.12157665459056935,0.0,1.1215766545905694,1.0,1.0,0.4304672100000001,26.67347277778763
Tommy Paul,2023-wimbledon-1306,1,4,27,00:15:33,AD,40,0,0,1,0,0,0,0,0,0,0,3,104.0,0,W,CTL,D,3.848290828108392,5.505600982968943,0.10941898913151242,0.0,1.0094189891315124,0.9,0.9,0.3874204890000001,25.006125500008867
Tommy Paul,2023-wimbledon-1306,1,5,28,00:16:27,0,0,0,0,1,1,0,0,0,0,0,0,2,112.0,1,BW,NCTL,ND,3.4634617452975522,5.955040884672048,0.09847709021836118,0.0,0.9084770902183612,0.81,0.81,0.3486784401000001,25.505512950007983
Tommy Paul,2023-wimbledon-1306,1,5,29,00:16:51,15,0,0,0,1,1,0,0,0,0,0,0,2,123.0,0,BW,NCTL,D,3.1171155707677975,6.359536796204845,0.08862938119652507,0.0,0.8176293811965252,0.7290000000000001,0.7290000000000001,0.31381059609000006,24.954961655007185
Tommy Paul,2023-wimbledon-1306,1,5,30,00:17:22,30,0,1,1,0,1,0,0,0,0,0,0,1,127.0,0,BC,CTL,ND,2.8054040136910174,6.72358311658436,0.07976644307687256,0.0,0.7358664430768725,0.6561,0.6561,0.2824295364810001,24.459465489506467
Tommy Paul,2023-wimbledon-1306,1,5,31,00:17:47,30,15,0,0,1,1,0,0,0,0,0,0,8,120.0,0,BC,NCTL,D,3.5248636123219166,6.0512248049259245,0.0717897987691853,0.0,0.6622797987691854,0.5904900000000001,0.5904900000000001,0.2541865828329001,23.013518940555823
Tommy Paul,2023-wimbledon-1306,1,5,32,00:18:29,40,15,0,0,1,1,0,0,0,0,0,1,8,95.0,0,B,NCTL,ND,3.1723772510897246,6.4461023244333315,0.06461081889226677,0.0,0.5960518188922668,0.531441,0.531441,0.2287679245496101,28.712167046500237
Tommy Paul,2023-wimbledon-1306,1,6,33,00:20:23,0,0,1,1,0,0,0,0,0,0,0,0,2,106.0,0,B,NCTL,ND,2.8551395259807517,6.801492091989998,0.058149737003040096,0.0,0.5364466370030402,0.4782969000000001,0.4782969000000001,1.205891132094649,33.84095034185022
Tommy Paul,2023-wimbledon-1306,1,6,34,00:20:56,0,15,0,0,1,0,0,0,0,0,0,0,1,119.0,0,C,NCTL,,3.569625573382677,6.121342882790998,0.05233476330273609,0.0,0.4828019733027362,0.4304672100000001,0.4304672100000001,1.085302018885184,32.456855307665194
Tommy Paul,2023-wimbledon-1306,1,6,35,00:21:14,15,15,0,0,1,0,0,0,0,0,0,0,5,121.0,0,C,NCTL,ND,3.2126630160444094,6.509208594511899,0.047101286972462485,0.0,0.43452177597246255,0.3874204890000001,0.3874204890000001,0.9767718169966658,30.211169776898675
Tommy Paul,2023-wimbledon-1306,1,6,36,00:21:47,30,15,0,0,1,0,0,0,0,0,0,0,3,107.0,0,W,NCTL,ND,2.8913967144399684,6.85828773506071,0.04239115827521624,0.0,0.3910695983752163,0.3486784401000001,0.3486784401000001,0.8790946352969993,32.19005279920881
Tommy Paul,2023-wimbledon-1306,1,6,37,00:22:24,40,15,0,0,1,0,0,0,0,0,0,0,1,105.0,0,W,NCTL,D,2.602257042995972,7.172458961554639,0.038152042447694615,0.0,0.35196263853769466,0.31381059609000006,0.31381059609000006,0.7911851717672993,31.971047519287925
Tommy Paul,2023-wimbledon-1306,1,7,38,00:23:02,0,0,1,1,0,1,0,0,0,0,0,0,1,127.0,0,C,NCTL,,2.3420313386963745,7.455213065399175,0.03433683820292515,0.0,0.31676637468392527,0.2824295364810001,0.2824295364810001,0.7120666545905694,29.773942767359138
Tommy Paul,2023-wimbledon-1306,1,7,39,00:23:31,0,15,1,1,0,1,0,0,0,0,0,0,1,96.0,0,BW,NCTL,ND,3.1078282048267374,6.7096917588592575,0.030903154382632636,0.0,0.2850897372155327,0.2541865828329001,0.2541865828329001,0.6408599891315124,27.79654849062322
Tommy Paul,2023-wimbledon-1306,1,7,40,00:24:12,0,30,0,0,1,1,0,0,0,0,0,0,6,119.0,0,B,CTL,ND,3.7970453843440635,6.038722582973332,0.027812838944369374,0.0,0.25658076349397946,0.2287679245496101,0.2287679245496101,0.5767739902183613,26.0168936415609
Tommy Paul,2023-wimbledon-1306,1,7,41,00:24:52,15,30,1,1,0,1,0,0,0,0,0,0,3,115.0,1,BC,NCTL,ND,3.4173408459096577,6.434850324675999,0.025031555049932437,0.0,0.2309226871445815,0.20589113209464907,0.20589113209464907,0.5190965911965252,29.41520427740481
Tommy Paul,2023-wimbledon-1306,1,7,42,00:25:24,15,40,0,0,1,1,0,0,1,0,0,0,2,96.0,0,B,NCTL,ND,4.075606761318692,5.791365292208399,0.022528399544939195,0.0,0.20783041843012334,0.18530201888518416,0.18530201888518416,0.4671869320768727,29.473683849664333
Tommy Paul,2023-wimbledon-1306,1,7,43,00:26:06,30,40,1,1,0,1,1,0,1,0,0,0,1,122.0,0,BC,NCTL,D,3.6680460851868224,6.212228762987559,0.020275559590445275,0.0,1.187047376587111,0.16677181699666577,0.16677181699666577,0.4204682388691854,28.5263154646979
Tommy Paul,2023-wimbledon-1306,1,8,44,00:27:39,0,0,1,1,0,0,0,0,0,0,0,0,4,105.0,0,B,NCTL,D,4.301241476668141,5.591005886688804,1.0182480036314008,0.0,2.0683426389284,0.15009463529699918,0.15009463529699918,0.37842141498226683,26.673683918228107
Tommy Paul,2023-wimbledon-1306,1,8,45,00:28:12,0,15,0,0,1,0,0,0,0,0,0,0,1,121.0,0,C,NCTL,ND,4.8711173290013265,5.0319052980199235,0.9164232032682607,0.0,1.86150837503556,0.13508517176729928,0.13508517176729928,0.3405792734840402,28.006315526405302
Tommy Paul,2023-wimbledon-1306,1,8,46,00:28:32,15,15,0,0,1,0,0,0,0,0,0,0,3,107.0,0,BW,NCTL,ND,4.384005596101194,5.528714768217931,0.8247808829414347,0.0,1.6753575375320042,0.12157665459056935,0.12157665459056935,0.3065213461356362,26.205683973764767
Tommy Paul,2023-wimbledon-1306,1,8,47,00:29:04,30,15,0,0,1,0,0,0,0,0,0,0,5,113.0,0,C,CTL,ND,3.9456050364910746,5.975843291396139,0.7423027946472912,0.0,1.5078217837788037,0.10941898913151242,0.10941898913151242,0.27586921152207255,26.58511557638829
Tommy Paul,2023-wimbledon-1306,1,8,48,00:29:34,40,15,0,0,1,0,0,0,0,0,0,0,1,123.0,0,C,NCTL,,3.551044532841967,6.378258962256524,0.668072515182562,0.0,1.3570396054009233,0.09847709021836118,0.09847709021836118,0.24828229036986532,28.92660401874946
Tommy Paul,2023-wimbledon-1306,2,1,49,00:31:43,0,0,0,0,1,1,0,0,0,0,0,0,8,92.0,0,BC,NCTL,D,3.1959400795577704,6.740433066030873,0.6012652636643059,0.0,1.221335644860831,0.08862938119652507,0.08862938119652507,0.22345406133287876,27.033943616874517
Tommy Paul,2023-wimbledon-1306,2,1,50,00:32:30,15,0,1,1,0,1,0,0,0,0,0,0,5,97.0,0,B,NCTL,ND,2.8763460716019935,7.066389759427786,0.5411387372978753,0.0,1.099202080374748,0.07976644307687256,0.07976644307687256,0.20110865519959092,32.330549255187066
Tommy Paul,2023-wimbledon-1306,2,1,51,00:33:05,15,15,0,0,1,1,0,0,0,0,0,0,6,98.0,0,BW,CTL,ND,3.5887114644417943,6.3597507834850076,0.48702486356808783,0.0,0.9892818723372732,0.0717897987691853,0.0717897987691853,0.18099778967963182,34.097494329668365
Tommy Paul,2023-wimbledon-1306,2,1,52,00:33:54,30,15,1,1,0,1,0,0,0,0,0,0,1,124.0,0,B,CTL,D,3.2298403179976147,6.7237757051365055,0.43832237721127904,0.0,0.890353685103546,0.06461081889226677,0.06461081889226677,0.16289801071166865,36.68774489670153
Tommy Paul,2023-wimbledon-1306,2,1,53,00:34:18,30,30,1,1,0,1,0,0,0,0,0,0,1,108.0,0,W,CTL,D,3.9068562861978537,6.051398134622856,0.39449013949015116,0.0,0.8013183165931914,0.058149737003040096,0.058149737003040096,0.14660820964050178,34.018970407031375
Tommy Paul,2023-wimbledon-1306,2,1,54,00:34:38,30,40,1,1,0,1,1,0,1,0,0,0,1,129.0,0,BC,NCTL,ND,4.516170657578068,5.44625832116057,0.35504112554113604,0.0,0.7211864849338722,0.05233476330273609,0.05233476330273609,0.13194738867645162,31.61707336632823
Tommy Paul,2023-wimbledon-1306,2,2,55,00:35:28,0,0,1,1,0,0,0,0,0,0,0,0,6,105.0,1,BW,NCTL,ND,5.064553591820261,4.9016324890445135,1.3195370129870225,0.0,1.649067836440485,0.047101286972462485,0.047101286972462485,0.11875264980880645,29.455366029695416
Tommy Paul,2023-wimbledon-1306,2,2,56,00:36:12,0,15,0,0,1,0,0,0,0,0,0,0,3,127.0,0,W,CTL,D,5.558098232638236,4.411469240140062,1.1875833116883203,0.0,1.4841610527964364,0.04239115827521624,0.04239115827521624,0.10687738482792582,32.50982942672587
Tommy Paul,2023-wimbledon-1306,2,2,57,00:36:40,15,15,1,1,0,0,0,0,0,0,0,0,8,116.0,1,BC,NCTL,D,5.002288409374413,4.970322316126056,1.0688249805194883,0.0,1.335744947516793,0.038152042447694615,0.038152042447694615,0.09618964634513323,32.258846484053294
Tommy Paul,2023-wimbledon-1306,2,2,58,00:37:27,15,30,0,0,1,0,0,0,0,0,0,0,1,109.0,0,W,NCTL,ND,5.502059568436971,4.473290084513451,0.9619424824675396,0.0,1.2021704527651136,0.03433683820292515,0.03433683820292515,0.0865706817106199,37.03296183564796
Tommy Paul,2023-wimbledon-1306,2,2,59,00:38:15,30,30,0,0,1,0,0,0,0,0,0,0,3,119.0,0,BW,NCTL,ND,4.9518536115932745,5.025961076062106,0.8657482342207854,0.0,1.0819534074886024,0.030903154382632636,0.030903154382632636,0.07791361353955792,34.329665652083165
Tommy Paul,2023-wimbledon-1306,2,2,60,00:38:44,40,30,0,0,1,0,0,0,0,0,0,0,1,124.0,0,C,NCTL,ND,4.456668250433946,5.523364968455895,0.779173410798707,0.0,0.9737580667397421,0.027812838944369374,0.027812838944369374,0.07012225218560213,33.89669908687485
Tommy Paul,2023-wimbledon-1306,2,3,61,00:39:24,0,0,0,0,1,1,0,0,0,0,0,0,0,92.0,0,B,CTL,,4.011001425390552,5.971028471610306,0.7012560697188363,0.0,0.8763822600657678,0.025031555049932437,0.025031555049932437,0.06311002696704192,31.507029178187363
Tommy Paul,2023-wimbledon-1306,2,3,62,00:39:57,15,0,0,0,1,1,0,0,0,0,0,0,4,126.0,0,C,NCTL,ND,3.609901282851497,6.373925624449276,0.6311304627469527,0.0,0.7887440340591911,0.022528399544939195,0.022528399544939195,0.05679902427033773,28.356326260368625
Tommy Paul,2023-wimbledon-1306,2,3,63,00:40:29,30,0,1,1,0,1,0,0,0,0,0,0,1,89.0,0,B,NCTL,D,3.248911154566348,6.736533062004348,0.5680174164722575,0.0,0.7098696306532721,0.020275559590445275,0.020275559590445275,0.05111912184330396,29.520693634331767
Tommy Paul,2023-wimbledon-1306,2,3,64,00:41:02,30,15,1,1,0,1,0,0,0,0,0,0,1,92.0,0,BC,NCTL,D,3.9240200391097124,6.062879755803914,0.5112156748250317,0.0,0.6388826675879449,0.01824800363140075,0.01824800363140075,0.046007209658973564,27.56862427089859
Tommy Paul,2023-wimbledon-1306,2,3,65,00:41:34,30,30,1,1,0,1,0,0,0,0,0,0,1,89.0,0,B,NCTL,D,4.531618035198742,5.456591780223522,0.4600941073425286,0.0,0.5749944008291504,0.016423203268260675,0.016423203268260675,0.041406488693076206,25.811761843808732
Tommy Paul,2023-wimbledon-1306,2,3,66,00:42:30,30,40,1,1,0,1,1,0,1,0,0,0,1,90.0,0,BC,NCTL,D,5.078456231678868,4.91093260220117,0.4140846966082756,0.0,0.5174949607462354,0.014780882941434608,0.014780882941434608,0.03726583982376858,24.23058565942786
Tommy Paul,2023-wimbledon-1306,2,4,67,00:44:10,0,0,1,1,0,0,0,0,0,0,0,0,2,123.0,0,C,NCTL,D,5.570610608510981,4.419839341981053,1.3726762269474482,0.0,1.465745464671612,0.013302794647291146,0.013302794647291146,0.03353925584139173,22.80752709348507
Tommy Paul,2023-wimbledon-1306,2,4,68,00:44:30,0,15,0,0,1,0,0,0,0,0,0,0,1,122.0,0,W,CTL,,6.013549547659883,3.9778554077829478,1.2354086042527035,0.0,1.3191709182044506,0.011972515182562033,0.011972515182562033,0.030185330257252556,22.526774384136562
Tommy Paul,2023-wimbledon-1306,2,4,69,00:44:47,15,15,0,0,1,0,0,0,0,0,0,0,3,106.0,0,B,NCTL,D,5.412194592893895,4.580069867004653,1.1118677438274331,0.0,1.1872538263840058,0.01077526366430583,0.01077526366430583,0.027166797231527304,21.27409694572291
Tommy Paul,2023-wimbledon-1306,2,4,70,00:45:23,30,15,0,0,1,0,0,0,0,0,0,0,1,125.0,0,W,NCTL,ND,4.870975133604505,5.122062880304188,1.0006809694446899,0.0,1.068528443745605,0.009697737297875247,0.009697737297875247,0.024450117508374572,22.14668725115062
Tommy Paul,2023-wimbledon-1306,2,4,71,00:45:45,40,15,0,0,1,0,0,0,0,0,0,0,1,100.0,0,W,CTL,,4.383877620244055,5.609856592273769,0.9006128725002207,0.0,0.9616755993710446,0.008727963568087723,0.008727963568087723,0.022005105757537117,20.932018526035556
Tommy Paul,2023-wimbledon-1306,2,5,72,00:46:24,0,0,0,0,1,1,0,0,0,0,0,0,4,90.0,0,B,NCTL,ND,3.9454898582196494,6.048870933046393,0.8105515852501988,0.0,0.8655080394339402,0.00785516721127895,0.00785516721127895,0.019804595181783406,19.838816673432003
Tommy Paul,2023-wimbledon-1306,2,5,73,00:47:04,15,0,1,1,0,1,0,0,0,0,0,0,3,91.0,0,BW,NCTL,ND,3.5509408723976845,6.443983839741753,0.7294964267251789,0.0,0.7789572354905462,0.007069650490151055,0.007069650490151055,0.017824135663605065,21.8549350060888
Tommy Paul,2023-wimbledon-1306,2,5,74,00:47:50,15,15,1,1,0,1,0,0,0,0,0,0,5,120.0,0,BC,NCTL,ND,4.195846785157917,5.799585455767578,0.6565467840526611,0.0,0.7010615119414916,0.00636268544113595,0.00636268544113595,0.016041722097244557,22.669441505479924
Tommy Paul,2023-wimbledon-1306,2,5,75,00:48:40,15,30,1,1,0,1,0,0,0,0,0,0,1,110.0,0,C,NCTL,D,4.776262106642125,5.21962691019082,0.5908921056473949,0.0,0.6309553607473425,0.005726416897022355,0.005726416897022355,0.014437549887520103,25.40249735493193
Tommy Paul,2023-wimbledon-1306,2,5,76,00:49:03,15,40,1,1,0,1,1,0,1,0,0,0,1,106.0,0,W,CTL,,5.298635895977912,4.697664219171739,0.5318028950826554,0.0,0.5678598246726082,0.00515377520732012,0.00515377520732012,0.012993794898768094,23.862247619438737
Tommy Paul,2023-wimbledon-1306,2,6,77,00:50:37,0,0,1,1,0,0,0,0,0,0,0,0,0,123.0,0,C,CTL,,5.7687723063801215,4.227897797254565,1.4786226055743898,0.0,1.5110738422053474,0.004638397686588108,0.004638397686588108,0.011694415408891285,22.476022857494865
Tommy Paul,2023-wimbledon-1306,2,6,78,00:51:05,0,15,0,0,1,0,0,0,0,0,0,0,1,106.0,0,BC,NCTL,ND,6.19189507574211,3.805108017529108,1.330760345016951,0.0,1.3599664579848127,0.004174557917929297,0.004174557917929297,0.010524973868002156,20.228420571745374
Tommy Paul,2023-wimbledon-1306,2,6,79,00:51:32,15,15,0,0,1,0,0,0,0,0,0,0,7,114.0,0,BW,NCTL,ND,5.572705568167899,4.424597215776197,1.197684310515256,0.0,1.2239698121863314,0.0037571021261363674,0.0037571021261363674,0.009472476481201942,19.20557851457084
Tommy Paul,2023-wimbledon-1306,2,6,80,00:52:19,30,15,0,0,1,0,0,0,0,0,0,0,3,102.0,0,BC,NCTL,D,5.015435011351109,4.982137494198578,1.0779158794637302,0.0,1.1015728309676982,0.0033813919135227306,0.0033813919135227306,0.008525228833081747,24.285020663113755
Tommy Paul,2023-wimbledon-1306,2,6,81,00:52:54,40,15,0,0,1,0,0,0,0,0,0,0,5,120.0,0,C,CTL,,4.5138915102159975,5.48392374477872,0.9701242915173574,0.0,0.9914155478709286,0.0030432527221704577,0.0030432527221704577,0.0076727059497735724,24.85651859680238
Tommy Paul,2023-wimbledon-1306,2,7,82,00:53:37,0,0,1,1,0,1,0,0,0,0,0,0,3,103.0,0,W,NCTL,ND,4.062502359194398,5.93553137030085,0.8731118623656215,0.0,0.8922739930838357,0.002738927449953412,0.002738927449953412,0.006905435354796215,27.370866737122146
Tommy Paul,2023-wimbledon-1306,2,7,83,00:54:02,0,15,1,1,0,1,0,0,0,0,0,0,1,92.0,0,W,CTL,D,4.6562521232749585,5.341978233270764,0.7858006761290594,0.0,0.8030465937754521,0.002465034704958071,0.002465034704958071,0.006214891819316594,27.63378006340993
Tommy Paul,2023-wimbledon-1306,2,7,84,00:54:23,0,30,1,1,0,1,0,0,0,0,0,0,3,93.0,1,W,CTL,ND,5.190626910947463,4.807780409943687,0.7072206085161535,0.0,0.7227419343979069,0.002218531234462264,0.002218531234462264,0.005593402637384935,25.870402057068937
Tommy Paul,2023-wimbledon-1306,2,7,85,00:54:55,0,40,1,1,0,1,1,0,1,0,0,0,1,89.0,0,BC,NCTL,ND,5.6715642198527165,4.327002368949319,0.6364985476645382,0.0,0.6504677409581163,0.0019966781110160375,0.0019966781110160375,0.005034062373646442,26.28336185136204
Tommy Paul,2023-wimbledon-1306,2,8,86,00:56:34,0,0,0,0,1,0,0,0,0,0,0,0,3,121.0,0,C,NCTL,ND,6.104407797867445,3.8943021320543867,1.5728486928980843,0.0,1.5854209668623047,0.001797010299914434,0.001797010299914434,0.004530656136281798,24.65502566622584
Tommy Paul,2023-wimbledon-1306,2,8,87,00:56:58,15,0,1,1,0,0,0,0,0,0,0,0,4,96.0,0,B,NCTL,ND,5.493967018080701,4.5048719188489486,1.415563823608276,0.0,1.4268788701760742,0.0016173092699229906,0.0016173092699229906,0.004077590522653617,25.189523099603253
Tommy Paul,2023-wimbledon-1306,2,8,88,00:57:37,15,15,0,0,1,0,0,0,0,0,0,0,1,126.0,0,C,NCTL,D,5.944570316272632,4.054384726964053,1.2740074412474485,0.0,1.2841909831584668,0.0014555783429306916,0.0014555783429306916,0.003669831470388256,26.67057078964293
Tommy Paul,2023-wimbledon-1306,2,8,89,00:57:58,30,15,0,0,1,0,0,0,0,0,0,0,1,123.0,0,C,CTL,,5.350113284645368,4.648946254267648,1.1466066971227038,0.0,1.1557718848426202,0.0013100205086376223,0.0013100205086376223,0.0033028483233494303,25.00351371067864
Tommy Paul,2023-wimbledon-1306,2,8,90,00:58:16,40,15,0,0,1,0,0,0,0,0,0,0,1,114.0,0,B,NCTL,ND,4.815101956180831,5.1840516288408836,1.0319460274104333,0.0,1.0401946963583582,0.0011790184577738603,0.0011790184577738603,0.002972563491014488,23.503162339610775
Tommy Paul,2023-wimbledon-1306,2,9,91,00:59:00,0,0,1,1,0,1,0,0,0,0,0,0,1,101.0,0,W,CTL,,4.333591760562749,5.6656464659567956,0.9287514246693901,0.0,0.9361752267225225,0.001061116611996474,0.001061116611996474,0.0026753071419130386,22.152846105649697
Tommy Paul,2023-wimbledon-1306,2,9,92,00:59:18,0,15,1,1,0,1,0,0,0,0,0,0,1,114.0,1,BW,NCTL,ND,4.900232584506473,5.099081819361117,0.8358762822024509,0.0,0.8425577040502701,0.0009550049507968268,0.0009550049507968268,0.002407776427721735,20.93756149508473
Tommy Paul,2023-wimbledon-1306,2,9,93,00:59:35,0,30,1,1,0,1,0,0,0,0,0,0,3,106.0,1,B,CTL,,5.410209326055827,4.589173637425005,0.752288653982206,0.0,0.7583019336452432,0.0008595044557171441,0.0008595044557171441,0.002166998784949562,19.843805345576254
Tommy Paul,2023-wimbledon-1306,2,9,94,00:59:57,0,40,1,1,0,1,1,0,1,0,0,0,1,104.0,0,C,NCTL,ND,5.869188393450244,4.1302562736825035,0.6770597885839854,0.0,0.682471740280719,0.0007735540101454297,0.0007735540101454297,0.0019502989064546054,20.85942481101863
Tommy Paul,2023-wimbledon-1306,2,10,95,01:01:43,0,0,0,0,1,0,0,0,0,0,0,0,1,117.0,0,B,NCTL,D,6.28226955410522,3.7172306463142535,1.6093538097255868,0.0,1.614224566252647,0.0006961986091308868,0.0006961986091308868,0.001755269015809145,19.773482329916767
Tommy Paul,2023-wimbledon-1306,2,10,96,01:02:02,15,0,0,0,1,0,0,0,0,0,0,0,15,105.0,0,BC,NCTL,ND,5.654042598694698,4.345507581682829,1.4484184287530284,0.0,1.4528021096273824,0.0006265787482177981,0.0006265787482177981,0.0015797421142282305,18.79613409692509
