player,match_id,set_no,game_no,point_no,elapsed_time,p1_score,p2_score,y,if_score,if_nscore,if_server,if_win_game,if_win_set,if_end_game,if_end_set,game_point,break_point,break_fail,broken,rally_count,speed_mph,net_pt,serve_width,serve_depth,return_depth,weighted_sum_if_score,weighted_sum_if_nscore,weighted_sum_if_win_game,weighted_sum_if_win_set,weighted_sum_game_point,weighted_sum_break_point,weighted_sum_break_fail,weighted_sum_broken,weighted_sum_rally_count,quality
Daniil Medvedev,2023-wimbledon-1305,1,2,11,00:06:07,40,15,0,0,1,0,0,0,0.0,0.0,1,1,1,0,1,105.0,0,4,0,0,1.708984375,0.2890625,0.0625,0.0,0.09375,0.0,0.0,0.0,10.173828125,1.0
Daniil Medvedev,2023-wimbledon-1305,1,2,12,00:06:37,40,30,0,0,1,0,0,0,0.0,0.0,1,1,1,0,3,88.0,0,4,0,2,0.8544921875,1.14453125,0.03125,0.0,1.046875,1.0,1.0,0.0,6.0869140625,0.0
Daniil Medvedev,2023-wimbledon-1305,1,2,13,00:07:16,40,40,0,0,1,0,0,0,1.0,0.0,0,0,0,0,15,97.0,0,2,1,0,0.42724609375,1.572265625,0.015625,0.0,1.5234375,1.5,1.5,0.0,6.04345703125,0.0
Daniil Medvedev,2023-wimbledon-1305,1,2,14,00:08:24,40,AD,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,118.0,0,4,1,1,0.213623046875,1.7861328125,0.0078125,0.0,0.76171875,0.75,0.75,0.0,18.021728515625,0.0
Daniil Medvedev,2023-wimbledon-1305,1,3,15,00:08:58,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,123.0,0,3,0,1,0.1068115234375,1.89306640625,0.00390625,0.0,0.380859375,0.375,0.375,0.0,10.0108642578125,1.0
Daniil Medvedev,2023-wimbledon-1305,1,3,16,00:09:16,15,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,89.0,0,0,1,0,1.05340576171875,0.946533203125,0.001953125,0.0,0.1904296875,0.1875,0.1875,0.0,6.00543212890625,0.0
Daniil Medvedev,2023-wimbledon-1305,1,3,17,00:09:42,15,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,104.0,0,2,1,0,0.526702880859375,1.4732666015625,0.0009765625,0.0,0.09521484375,0.09375,0.09375,0.0,5.002716064453125,0.0
Daniil Medvedev,2023-wimbledon-1305,1,3,18,00:10:08,15,30,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,89.0,0,2,1,1,0.2633514404296875,1.73663330078125,0.00048828125,0.0,0.047607421875,0.046875,0.046875,0.0,4.5013580322265625,0.0
Daniil Medvedev,2023-wimbledon-1305,1,3,19,00:10:40,15,40,1,1,0,1,0,0,1.0,0.0,0,0,0,0,7,95.0,0,0,1,1,0.1316757202148437,1.868316650390625,0.000244140625,0.0,0.0238037109375,0.0234375,0.0234375,0.0,4.250679016113281,0.5
Daniil Medvedev,2023-wimbledon-1305,1,3,20,00:11:22,30,40,0,0,1,1,0,0,0.0,0.0,0,0,0,1,10,121.0,0,3,0,1,1.065837860107422,0.9341583251953124,0.0001220703125,0.0,0.01190185546875,0.01171875,0.01171875,0.0,9.12533950805664,0.0
Daniil Medvedev,2023-wimbledon-1305,1,4,21,00:13:26,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,119.0,0,4,0,0,0.5329189300537109,1.4670791625976562,6.103515625e-05,0.0,0.005950927734375,0.005859375,0.005859375,1.0,14.56266975402832,1.0
Daniil Medvedev,2023-wimbledon-1305,1,4,22,00:13:49,15,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,121.0,0,3,1,0,1.2664594650268557,0.7335395812988281,3.0517578125e-05,0.0,0.0029754638671875,0.0029296875,0.0029296875,0.5,9.28133487701416,0.5
Daniil Medvedev,2023-wimbledon-1305,1,4,23,00:14:15,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,110.0,0,2,1,1,0.6332297325134277,1.366769790649414,1.52587890625e-05,0.0,0.0014877319335937,0.00146484375,0.00146484375,0.25,5.64066743850708,1.0
Daniil Medvedev,2023-wimbledon-1305,1,4,24,00:14:43,15,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,1,84.0,0,4,0,0,0.3166148662567138,1.683384895324707,7.62939453125e-06,0.0,0.0007438659667968,0.000732421875,0.000732421875,0.125,3.82033371925354,0.0
Daniil Medvedev,2023-wimbledon-1305,1,4,25,00:15:17,15,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,5,123.0,0,3,1,0,0.1583074331283569,1.8416924476623533,3.814697265625e-06,0.0,0.0003719329833984,0.0003662109375,0.0003662109375,0.0625,2.91016685962677,0.6
Daniil Medvedev,2023-wimbledon-1305,1,5,26,00:15:56,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,108.0,1,4,0,1,0.0791537165641784,1.9208462238311768,1.9073486328125e-06,0.0,0.0001859664916992,0.00018310546875,0.00018310546875,0.03125,6.455083429813385,0.0
Daniil Medvedev,2023-wimbledon-1305,1,5,27,00:16:26,15,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,102.0,0,3,1,0,1.0395768582820892,0.9604231119155884,9.5367431640625e-07,0.0,9.298324584960938e-05,9.1552734375e-05,9.1552734375e-05,0.015625,8.227541714906693,1.0
Daniil Medvedev,2023-wimbledon-1305,1,5,28,00:16:50,30,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,107.0,0,4,0,1,1.5197884291410446,0.4802115559577942,4.76837158203125e-07,0.0,4.649162292480469e-05,4.57763671875e-05,4.57763671875e-05,0.0078125,5.113770857453346,0.0
Daniil Medvedev,2023-wimbledon-1305,1,5,29,00:17:07,30,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,19,125.0,1,3,1,1,0.7598942145705223,1.240105777978897,2.384185791015625e-07,0.0,2.3245811462402344e-05,2.288818359375e-05,2.288818359375e-05,0.00390625,4.556885428726673,1.0
Daniil Medvedev,2023-wimbledon-1305,1,5,30,00:18:03,40,15,0,0,1,1,0,0,0.0,0.0,1,0,0,0,6,94.0,0,3,1,1,1.3799471072852612,0.6200528889894485,1.1920928955078125e-07,0.0,1.1622905731201172e-05,1.1444091796875e-05,1.1444091796875e-05,0.001953125,21.278442714363337,0.5
Daniil Medvedev,2023-wimbledon-1305,1,5,31,00:18:36,40,30,0,0,1,1,0,0,0.0,0.0,1,0,0,0,2,116.0,0,2,1,0,0.6899735536426306,1.3100264444947245,5.960464477539064e-08,0.0,1.0000058114528656,5.7220458984375e-06,5.7220458984375e-06,0.0009765625,16.63922135718167,0.0
Daniil Medvedev,2023-wimbledon-1305,1,5,32,00:18:57,40,40,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,122.0,0,3,0,0,0.3449867768213153,1.655013222247362,2.9802322387695312e-08,0.0,1.5000029057264328,2.86102294921875e-06,2.86102294921875e-06,0.00048828125,10.319610678590834,1.0
Daniil Medvedev,2023-wimbledon-1305,1,5,33,00:19:12,AD,40,0,0,1,1,0,0,0.0,0.0,1,0,0,0,2,117.0,0,3,1,1,1.1724933884106576,0.8275066111236811,1.4901161193847656e-08,0.0,0.7500014528632164,1.430511474609375e-06,1.430511474609375e-06,0.000244140625,6.159805339295417,0.0
Daniil Medvedev,2023-wimbledon-1305,1,5,34,00:19:34,40,40,1,1,0,1,0,0,1.0,0.0,0,0,0,0,9,113.0,0,2,1,0,0.5862466942053288,1.4137533055618403,7.450580596923828e-09,0.0,1.3750007264316082,7.152557373046875e-07,7.152557373046875e-07,0.0001220703125,5.0799026696477085,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1305,1,5,35,00:20:13,AD,40,1,1,0,1,1,0,0.0,0.0,1,0,0,0,3,122.0,0,4,0,1,1.2931233471026644,0.7068766527809203,3.725290298461914e-09,0.0,0.6875003632158041,3.5762786865234375e-07,3.5762786865234375e-07,6.103515625e-05,11.539951334823854,0.75
Daniil Medvedev,2023-wimbledon-1305,1,6,36,00:22:12,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,5,110.0,0,4,0,2,1.6465616735513322,0.3534383263904601,1.0000000018626451,0.0,1.343750181607902,1.788139343261719e-07,1.788139343261719e-07,3.0517578125e-05,8.769975667411927,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1305,1,6,37,00:22:44,0,15,1,1,0,0,0,0,0.0,0.0,0,0,0,0,4,123.0,0,3,1,0,0.8232808367756661,1.17671916319523,0.5000000009313226,0.0,0.671875090803951,8.940696716308595e-08,8.940696716308595e-08,1.52587890625e-05,9.384987833705964,0.6
Daniil Medvedev,2023-wimbledon-1305,1,6,38,00:23:16,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,5,117.0,0,4,0,1,1.411640418387833,0.588359581597615,0.2500000004656613,0.0,0.3359375454019755,4.4703483581542975e-08,4.4703483581542975e-08,7.62939453125e-06,8.692493916852982,0.5
Daniil Medvedev,2023-wimbledon-1305,1,6,39,00:23:52,15,30,1,1,0,0,0,0,0.0,0.0,0,0,0,0,6,88.0,0,0,1,1,0.7058202091939165,1.2941797907988075,0.1250000002328306,0.0,0.1679687727009877,2.2351741790771484e-08,2.2351741790771484e-08,3.814697265625e-06,9.346246958426493,0.0
Daniil Medvedev,2023-wimbledon-1305,1,6,40,00:24:45,30,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,3,116.0,0,4,0,2,1.3529101045969585,0.6470898953994038,0.0625000001164153,0.0,0.0839843863504938,1.1175870895385742e-08,1.1175870895385742e-08,1.9073486328125e-06,10.673123479213244,0.3333333333333333
Daniil Medvedev,2023-wimbledon-1305,1,6,41,00:25:16,30,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,119.0,0,4,0,1,0.6764550522984791,1.323544947699702,0.0312500000582076,0.0,0.0419921931752469,5.587935447692871e-09,5.587935447692871e-09,9.5367431640625e-07,8.336561739606623,0.0
Daniil Medvedev,2023-wimbledon-1305,1,7,42,00:25:48,0,0,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,112.0,0,4,0,0,0.3382275261492395,1.661772473849851,0.0156250000291038,0.0,0.0209960965876234,2.7939677238464355e-09,2.7939677238464355e-09,4.76837158203125e-07,7.168280869803311,1.0
Daniil Medvedev,2023-wimbledon-1305,1,7,43,00:26:19,15,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,122.0,0,3,1,0,1.1691137630746198,0.8308862369249255,0.0078125000145519,0.0,0.0104980482938117,1.3969838619232178e-09,1.3969838619232178e-09,2.384185791015625e-07,8.584140434901656,0.0
Daniil Medvedev,2023-wimbledon-1305,1,7,44,00:26:38,15,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,8,122.0,0,3,1,0,0.5845568815373099,1.4154431184624627,0.0039062500072759,0.0,0.0052490241469058,6.984919309616089e-10,6.984919309616089e-10,1.1920928955078125e-07,6.292070217450828,0.0
Daniil Medvedev,2023-wimbledon-1305,1,7,45,00:27:09,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,7,112.0,0,3,1,1,0.2922784407686549,1.7077215592312314,0.0019531250036379,0.0,0.0026245120734529,3.4924596548080444e-10,3.4924596548080444e-10,5.960464477539064e-08,11.146035108725414,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1305,1,7,46,00:27:42,30,30,1,1,0,1,0,0,1.0,0.0,0,0,0,0,5,108.0,1,2,1,0,1.1461392203843277,0.8538607796156157,0.0009765625018189,0.0,0.0013122560367264,1.7462298274040222e-10,1.7462298274040222e-10,2.9802322387695312e-08,12.573017554362709,1.0
Daniil Medvedev,2023-wimbledon-1305,1,7,47,00:28:13,40,30,1,1,0,1,1,0,0.0,0.0,1,0,0,0,1,127.0,0,3,0,1,1.5730696101921635,0.4269303898078078,0.0004882812509094,0.0,0.0006561280183632,8.731149137020111e-11,8.731149137020111e-11,1.4901161193847656e-08,11.286508777181352,1.0
Daniil Medvedev,2023-wimbledon-1305,1,8,48,00:30:04,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,115.0,0,4,1,0,1.786534805096082,0.2134651949039039,1.0002441406254547,0.0,1.0003280640091816,4.365574568510056e-11,4.365574568510056e-11,7.450580596923828e-09,6.643254388590677,1.0
Daniil Medvedev,2023-wimbledon-1305,1,8,49,00:30:50,15,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,121.0,0,4,0,1,1.893267402548041,0.1067325974519519,0.5001220703127274,0.0,0.5001640320045908,2.182787284255028e-11,2.182787284255028e-11,3.725290298461914e-09,5.321627194295338,0.0
Daniil Medvedev,2023-wimbledon-1305,1,8,50,00:31:23,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,122.0,0,3,0,1,0.9466337012740204,1.053366298725976,0.2500610351563637,0.0,0.2500820160022954,1.091393642127514e-11,1.091393642127514e-11,1.862645149230957e-09,5.660813597147669,0.5
Daniil Medvedev,2023-wimbledon-1305,1,8,51,00:31:54,15,30,0,0,1,0,0,0,1.0,0.0,0,0,0,0,5,91.0,0,2,1,2,0.4733168506370102,1.526683149362988,0.1250305175781818,0.0,0.1250410080011477,5.4569682106375694e-12,5.4569682106375694e-12,9.313225746154783e-10,5.830406798573835,0.0
Daniil Medvedev,2023-wimbledon-1305,1,8,52,00:32:45,15,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,126.0,0,3,1,1,0.2366584253185051,1.763341574681494,0.0625152587890909,0.0,0.0625205040005738,2.7284841053187847e-12,2.7284841053187847e-12,4.656612873077393e-10,7.915203399286917,0.75
Daniil Medvedev,2023-wimbledon-1305,1,9,53,00:33:10,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,4,121.0,0,3,1,0,0.1183292126592525,1.881670787340747,0.0312576293945454,0.0,0.0312602520002869,1.3642420526593924e-12,1.3642420526593924e-12,2.3283064365386963e-10,4.957601699643458,0.0
Daniil Medvedev,2023-wimbledon-1305,1,9,54,00:33:31,0,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,3,116.0,0,1,1,0,0.0591646063296262,1.9408353936703733,0.0156288146972727,0.0,0.0156301260001434,6.821210263296962e-13,6.821210263296962e-13,1.1641532182693479e-10,6.478800849821729,1.0
Daniil Medvedev,2023-wimbledon-1305,1,9,55,00:33:51,15,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,108.0,0,2,1,0,1.0295823031648133,0.9704176968351867,0.0078144073486363,0.0,0.0078150630000717,3.410605131648481e-13,3.410605131648481e-13,5.820766091346741e-11,6.2394004249108646,1.0
Daniil Medvedev,2023-wimbledon-1305,1,9,56,00:34:08,30,15,1,1,0,1,0,0,1.0,0.0,0,0,0,0,1,116.0,0,2,1,2,1.5147911515824066,0.4852088484175934,0.0039072036743181,0.0,0.0039075315000358,1.7053025658242404e-13,1.7053025658242404e-13,2.9103830456733704e-11,4.119700212455433,1.0
Daniil Medvedev,2023-wimbledon-1305,1,9,57,00:34:26,40,15,1,1,0,1,1,0,0.0,0.0,1,0,0,0,9,114.0,0,4,0,0,1.7573955757912032,0.2426044242087967,0.001953601837159,0.0,0.0019537657500179,8.526512829121202e-14,8.526512829121202e-14,1.4551915228366852e-11,3.0598501062277164,0.0
Daniil Medvedev,2023-wimbledon-1305,1,10,58,00:36:19,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,117.0,0,4,1,2,1.8786977878956013,0.1213022121043983,1.0009768009185795,0.0,1.000976882875009,4.263256414560601e-14,4.263256414560601e-14,7.275957614183426e-12,10.52992505311386,1.0
Daniil Medvedev,2023-wimbledon-1305,1,10,59,00:36:45,0,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,3,86.0,0,2,0,0,0.9393488939478007,1.0606511060521993,0.5004884004592898,0.0,0.5004884414375045,2.131628207280301e-14,2.131628207280301e-14,3.637978807091713e-12,6.264962526556929,0.0
Daniil Medvedev,2023-wimbledon-1305,1,10,60,00:37:24,0,30,0,0,1,0,0,0,1.0,1.0,0,0,0,0,3,119.0,0,3,1,2,0.4696744469739004,1.5303255530260995,0.2502442002296449,0.0,0.2502442207187522,1.0658141036401504e-14,1.0658141036401504e-14,1.8189894035458565e-12,6.132481263278464,1.0
Daniil Medvedev,2023-wimbledon-1305,1,10,61,00:37:53,0,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,91.0,0,2,1,0,0.2348372234869502,1.7651627765130498,0.1251221001148224,0.0,0.1251221103593761,5.3290705182007506e-15,5.3290705182007506e-15,9.094947017729282e-13,6.066240631639232,0.0
Daniil Medvedev,2023-wimbledon-1305,2,1,62,00:40:18,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,91.0,0,1,1,1,0.1174186117434751,1.8825813882565248,0.0625610500574112,0.0,0.062561055179688,2.664535259100376e-15,2.664535259100376e-15,4.547473508864641e-13,4.033120315819616,0.0
Daniil Medvedev,2023-wimbledon-1305,2,1,63,00:40:46,0,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,119.0,1,2,1,1,0.0587093058717375,1.9412906941282624,0.0312805250287056,0.0,0.031280527589844,1.3322676295501878e-15,1.3322676295501878e-15,2.273736754432321e-13,4.016560157909808,0.5
Daniil Medvedev,2023-wimbledon-1305,2,1,64,00:41:10,15,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,107.0,0,2,1,0,1.0293546529358688,0.9706453470641312,0.0156402625143528,0.0,0.015640263794922,6.661338147750939e-16,6.661338147750939e-16,1.1368683772161605e-13,7.008280078954904,1.0
Daniil Medvedev,2023-wimbledon-1305,2,1,65,00:41:32,30,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,3,121.0,1,3,1,1,1.5146773264679343,0.4853226735320656,0.0078201312571764,0.0,0.007820131897461,3.3306690738754696e-16,3.3306690738754696e-16,5.684341886080803e-14,8.504140039477452,0.2
Daniil Medvedev,2023-wimbledon-1305,2,1,66,00:41:52,40,15,0,0,1,1,0,0,0.0,0.0,1,0,0,0,8,103.0,0,0,1,0,1.7573386632339671,0.2426613367660328,0.0039100656285882,0.0,0.0039100659487305,1.6653345369377348e-16,1.6653345369377348e-16,2.8421709430404014e-14,7.252070019738726,0.0
Daniil Medvedev,2023-wimbledon-1305,2,1,67,00:42:32,40,30,0,0,1,1,0,0,0.0,0.0,1,0,0,0,8,118.0,0,3,1,1,0.8786693316169836,1.1213306683830164,0.0019550328142941,0.0,1.0019550329743652,8.326672684688674e-17,8.326672684688674e-17,1.4210854715202004e-14,11.626035009869362,0.0
Daniil Medvedev,2023-wimbledon-1305,2,1,68,00:43:03,40,40,1,1,0,1,0,0,1.0,0.0,0,0,0,0,5,117.0,1,2,1,2,0.4393346658084918,1.5606653341915082,0.000977516407147,0.0,1.5009775164871826,4.163336342344337e-17,4.163336342344337e-17,7.105427357601002e-15,13.81301750493468,1.0
Daniil Medvedev,2023-wimbledon-1305,2,1,69,00:43:28,AD,40,1,1,0,1,1,0,0.0,0.0,1,0,0,0,1,122.0,0,3,1,1,1.2196673329042458,0.7803326670957541,0.0004887582035735,0.0,0.7504887582435913,2.0816681711721685e-17,2.0816681711721685e-17,3.552713678800501e-15,11.90650875246734,0.3333333333333333
Daniil Medvedev,2023-wimbledon-1305,2,2,70,00:44:33,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,117.0,0,4,1,1,1.609833666452123,0.390166333547877,1.0002443791017868,0.0,1.3752443791217956,1.0408340855860844e-17,1.0408340855860844e-17,1.7763568394002505e-15,6.95325437623367,0.6666666666666666
Daniil Medvedev,2023-wimbledon-1305,2,2,71,00:45:01,15,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,7,85.0,0,2,1,1,1.8049168332260612,0.1950831667739385,0.5001221895508934,0.0,0.6876221895608978,5.204170427930421e-18,5.204170427930421e-18,8.881784197001252e-16,5.476627188116835,1.0
Daniil Medvedev,2023-wimbledon-1305,2,2,72,00:45:51,15,15,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,118.0,0,4,0,1,0.9024584166130308,1.0975415833869693,0.2500610947754467,0.0,0.3438110947804489,2.6020852139652106e-18,2.6020852139652106e-18,4.440892098500626e-16,9.738313594058418,0.0
Daniil Medvedev,2023-wimbledon-1305,2,2,73,00:46:18,15,30,0,0,1,0,0,0,0.0,0.0,0,0,0,0,11,87.0,0,0,1,1,0.4512292083065153,1.5487707916934843,0.1250305473877233,0.0,0.1719055473902244,1.3010426069826053e-18,1.3010426069826053e-18,2.220446049250313e-16,5.869156797029209,0.0
Daniil Medvedev,2023-wimbledon-1305,2,2,74,00:47:15,15,40,1,1,0,0,0,0,1.0,0.0,0,0,0,0,6,102.0,0,2,1,0,0.2256146041532576,1.7743853958467422,0.0625152736938616,0.0,0.0859527736951122,6.505213034913028e-19,6.505213034913028e-19,1.1102230246251563e-16,13.934578398514605,0.0
Daniil Medvedev,2023-wimbledon-1305,2,2,75,00:48:07,30,40,0,0,1,0,0,0,0.0,0.0,0,0,0,0,19,122.0,1,2,1,0,1.112807302076629,0.8871926979233711,0.0312576368469308,0.0,0.0429763868475561,3.2526065174565133e-19,3.2526065174565133e-19,5.551115123125783e-17,12.9672891992573,1.0
Daniil Medvedev,2023-wimbledon-1305,2,3,76,00:49:22,0,0,0,0,1,1,0,0,0.0,0.0,0,0,0,0,2,111.0,0,4,1,1,0.5564036510383145,1.4435963489616856,0.0156288184234654,0.0,0.021488193423778,1.626303258728257e-19,1.626303258728257e-19,2.775557561562892e-17,25.48364459962865,1.0
Daniil Medvedev,2023-wimbledon-1305,2,3,77,00:49:42,0,15,1,1,0,1,0,0,0.0,0.0,0,0,0,0,3,117.0,0,2,1,0,0.2782018255191572,1.7217981744808428,0.0078144092117327,0.0,0.010744096711889,8.131516293641283e-20,8.131516293641283e-20,1.3877787807814457e-17,14.741822299814324,0.0
Daniil Medvedev,2023-wimbledon-1305,2,3,78,00:50:05,15,15,0,0,1,1,0,0,0.0,0.0,0,0,0,0,6,121.0,0,4,1,0,1.1391009127595786,0.8608990872404214,0.0039072046058663,0.0,0.0053720483559445,4.0657581468206416e-20,4.0657581468206416e-20,6.938893903907228e-18,10.370911149907162,0.0
Daniil Medvedev,2023-wimbledon-1305,2,3,79,00:50:33,15,30,1,1,0,1,0,0,0.0,0.0,0,0,0,0,5,123.0,0,4,0,2,0.5695504563797893,1.4304495436202107,0.0019536023029331,0.0,0.0026860241779722,2.0328790734103208e-20,2.0328790734103208e-20,3.469446951953614e-18,11.18545557495358,1.0
Daniil Medvedev,2023-wimbledon-1305,2,3,80,00:51:12,30,30,0,0,1,1,0,0,0.0,0.0,0,0,0,0,6,102.0,0,0,1,1,1.2847752281898948,0.7152247718101054,0.0009768011514665,0.0,0.0013430120889861,1.0164395367051604e-20,1.0164395367051604e-20,1.734723475976807e-18,10.59272778747679,0.0
Daniil Medvedev,2023-wimbledon-1305,2,3,81,00:51:47,30,40,1,1,0,1,0,0,0.0,0.0,0,0,0,0,1,124.0,0,4,0,2,0.6423876140949474,1.3576123859050526,0.0004884005757332,0.0,0.000671506044493,5.082197683525802e-21,5.082197683525802e-21,8.673617379884035e-19,11.296363893738397,0.5
Daniil Medvedev,2023-wimbledon-1305,2,3,82,00:52:10,40,40,1,1,0,1,0,0,1.0,0.0,0,0,0,0,5,111.0,1,4,0,1,1.3211938070474738,0.6788061929525263,0.0002442002878666,0.0,0.0003357530222465,2.541098841762901e-21,2.541098841762901e-21,4.336808689942019e-19,6.648181946869198,1.0
Daniil Medvedev,2023-wimbledon-1305,2,3,83,00:52:36,AD,40,1,1,0,1,1,0,0.0,0.0,1,0,0,0,11,116.0,1,3,1,0,1.660596903523737,0.3394030964762631,0.0001221001439333,0.0,0.0001678765111232,1.2705494208814505e-21,1.2705494208814505e-21,2.1684043449710093e-19,8.324090973434599,1.0
Daniil Medvedev,2023-wimbledon-1305,2,4,84,00:54:46,0,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,2,120.0,0,4,0,0,1.8302984517618683,0.1697015482381315,1.0000610500719669,0.0,1.0000839382555615,6.3527471044072535e-22,6.3527471044072535e-22,1.0842021724855044e-19,15.1620454867173,1.0
Daniil Medvedev,2023-wimbledon-1305,2,4,85,00:55:16,15,0,1,1,0,0,0,0,0.0,0.0,0,0,0,0,34,87.0,0,2,0,0,1.9151492258809344,0.0848507741190657,0.5000305250359833,0.0,0.5000419691277809,3.1763735522036263e-22,3.1763735522036263e-22,5.421010862427522e-20,9.58102274335865,0.0
Daniil Medvedev,2023-wimbledon-1305,2,4,86,00:56:56,30,0,1,1,0,0,0,0,1.0,0.0,0,0,0,0,2,112.0,0,4,0,1,1.957574612940467,0.0424253870595328,0.2500152625179916,0.0,0.2500209845638904,1.5881867761018131e-22,1.5881867761018131e-22,2.710505431213761e-20,38.79051137167932,0.0
